NVERTS 55
NFACES 106

VERTEX
-113.79, -22.13, 87.32
113.79, -22.02, 87.32
160.00, -34.41, -28.19
113.79, -22.02, -144.14
-113.79, -22.13, -144.14
-160.00, -34.51, -28.19
-56.12, -0.37, 25.98
56.12, -0.26, 25.98
77.79, -6.07, -28.19
1.27, 19.42, -189.43
-77.79, -6.17, -28.19
-23.71, 2.01, -27.99
23.71, 2.11, -27.99
35.37, -1.01, -56.92
1.27, -17.92, -127.88
-35.37, -1.11, -56.92
-77.50, -18.42, 43.49
77.50, -18.32, 43.49
109.31, -26.84, -36.00
-109.31, -26.95, -36.00
-32.65, -0.39, 205.64
32.65, -0.28, 205.64
-17.82, 19.11, 46.51
-8.93, 3.71, 46.51
8.85, 3.71, 46.51
17.74, 19.11, 46.51
8.85, 34.51, 46.51
-8.93, 34.51, 46.51
-12.19, 19.11, -36.94
12.12, 19.11, -36.94
-0.04, -8.14, -67.91
-0.04, 27.20, -69.01
-40.80, 7.03, -95.33
40.80, 7.14, -95.34
54.11, -15.66, -101.43
-54.11, -15.76, -101.43
-26.81, 11.71, -198.55
-26.81, -16.21, -197.39
27.26, -16.08, -197.39
27.26, 11.84, -198.55
-0.04, -28.13, -189.88
-19.47, -13.26, -205.64
-0.04, -24.48, -205.64
19.39, -13.26, -205.64
0.88, 18.19, -205.64
-19.75, 5.57, -205.64
19.38, 5.57, -205.64
0.42, -4.34, -151.14
-8.93, 19.11, 72.71
-4.48, 11.41, 72.71
4.41, 11.41, 72.71
8.85, 19.11, 72.71
4.41, 26.81, 72.71
-4.48, 26.81, 72.71
-0.04, 19.11, 72.71

FACES
127,127,127,	-0.32574,0.94501,0.02902,	3,	0,10,6
127,127,127,	0.15411,-0.98707,0.04416,	3,	0,19,5
127,127,127,	0.17418,-0.98281,0.06114,	3,	0,20,16
127,127,127,	0.32574,0.94501,0.02902,	3,	1,8,2
127,127,127,	-0.15411,-0.98707,0.04416,	3,	1,18,17
127,127,127,	0.31415,0.94848,0.04115,	3,	1,21,7
127,127,127,	0.32574,0.94502,-0.02890,	3,	2,8,3
127,127,127,	-0.15411,-0.98707,0.04416,	3,	2,18,1
127,127,127,	-0.13989,-0.98891,-0.04986,	3,	3,18,2
127,127,127,	0.35511,0.93443,-0.02721,	3,	3,33,9
127,127,127,	-0.14115,-0.98873,-0.04990,	3,	3,34,18
127,127,127,	-0.04254,-0.99820,-0.04235,	3,	3,38,14
127,127,127,	0.52207,-0.03546,-0.85217,	3,	3,39,38
127,127,127,	-0.32574,0.94502,-0.02890,	3,	4,10,5
127,127,127,	-0.36173,0.93215,-0.01596,	3,	4,32,10
127,127,127,	0.01920,-0.99246,0.12108,	3,	4,35,14
127,127,127,	-0.29732,0.94792,0.11422,	3,	4,36,9
127,127,127,	-0.52012,-0.03551,-0.85336,	3,	4,37,36
127,127,127,	-0.32574,0.94501,0.02902,	3,	5,10,0
127,127,127,	0.13989,-0.98891,-0.04986,	3,	5,19,4
127,127,127,	-0.31415,0.94848,0.04115,	3,	6,20,0
127,127,127,	0.32574,0.94501,0.02902,	3,	7,8,1
127,127,127,	0.14956,0.98767,-0.04635,	3,	7,12,13
127,127,127,	0.14911,0.98774,-0.04623,	3,	7,13,8
127,127,127,	0.05992,0.99817,0.00794,	3,	7,21,12
127,127,127,	0.36172,0.93215,-0.01596,	3,	8,33,3
127,127,127,	-0.35118,0.93569,-0.03384,	3,	9,32,4
127,127,127,	0.41187,0.90962,-0.05429,	3,	9,33,31
127,127,127,	0.30969,0.94596,0.09620,	3,	9,39,3
127,127,127,	0.25335,0.96412,-0.07932,	3,	9,44,39
127,127,127,	-0.14926,0.98770,-0.04647,	3,	10,15,11
127,127,127,	-0.14927,0.98772,-0.04617,	3,	10,11,6
127,127,127,	0.02185,0.97861,0.20454,	3,	10,32,15
127,127,127,	-0.05992,0.99817,0.00794,	3,	11,20,6
127,127,127,	-0.32263,-0.94612,-0.02784,	3,	12,18,13
127,127,127,	-0.35995,-0.93296,0.00421,	3,	12,21,17
127,127,127,	-0.06024,-0.73756,0.67258,	3,	13,30,29
127,127,127,	-0.02180,0.97863,0.20448,	3,	13,33,8
127,127,127,	0.08206,-0.93589,0.34260,	3,	13,34,30
127,127,127,	-0.01859,-0.99237,0.12191,	3,	14,34,3
127,127,127,	0.03885,-0.98608,0.16170,	3,	14,35,30
127,127,127,	0.04242,-0.99823,-0.04174,	3,	14,37,4
127,127,127,	-0.43794,-0.88552,0.15510,	3,	14,40,37
127,127,127,	0.32248,-0.94617,-0.02777,	3,	15,16,11
127,127,127,	0.32267,-0.94611,-0.02767,	3,	15,19,16
127,127,127,	-0.63420,0.77181,-0.04578,	3,	15,31,28
127,127,127,	-0.55312,0.79563,0.24702,	3,	15,32,31
127,127,127,	0.36352,-0.91951,0.14953,	3,	15,35,19
127,127,127,	0.15411,-0.98707,0.04416,	3,	16,19,0
127,127,127,	0.35995,-0.93296,0.00421,	3,	16,20,11
127,127,127,	-0.32262,-0.94613,-0.02765,	3,	17,18,12
127,127,127,	-0.17418,-0.98281,0.06114,	3,	17,21,1
127,127,127,	-0.36352,-0.91951,0.14953,	3,	18,34,13
127,127,127,	0.14115,-0.98873,-0.04990,	3,	19,35,4
127,127,127,	-0.86455,0.49915,-0.05828,	3,	22,28,27
127,127,127,	-0.83087,-0.47970,0.28202,	3,	22,48,49
127,127,127,	-0.83087,-0.47970,0.28202,	3,	22,49,23
127,127,127,	-0.86455,-0.49915,-0.05828,	3,	23,28,22
127,127,127,	-0.92619,-0.37559,-0.03307,	3,	23,30,28
127,127,127,	0.00000,-0.95941,0.28202,	3,	23,49,50
