NVERTS 14
NFACES 24

VERTEX
-42.40, 18.84, 42.40
42.40, 18.84, 42.40
42.40, 0.00, 106.00
-42.40, 0.00, 106.00
42.40, -18.84, 42.40
-42.40, -18.84, 42.40
-70.66, 0.00, -68.32
-42.40, 18.84, -106.00
-70.66, 0.00, -106.00
-42.40, -18.84, -106.00
42.40, -18.84, -106.00
70.66, 0.00, -106.00
42.40, 18.84, -106.00
70.66, 0.00, -68.32

FACES
127,127,127,	0.36060,-0.92950,-0.07747,	3,	2,1,13
127,127,127,	-0.36118,-0.92346,-0.12947,	3,	3,0,1
127,127,127,	-0.76009,0.41957,-0.49621,	3,	3,1,2
127,127,127,	0.76009,-0.41957,-0.49621,	3,	4,2,13
127,127,127,	-0.31505,0.94440,-0.09407,	3,	5,3,2
127,127,127,	0.36118,0.92346,-0.12947,	3,	5,2,4
127,127,127,	0.99514,0.00000,-0.09848,	3,	6,0,3
127,127,127,	0.20037,-0.66177,0.72244,	3,	6,3,5
127,127,127,	0.74278,0.00000,0.66953,	3,	8,6,5
127,127,127,	0.18162,0.92726,0.32742,	3,	8,5,9
127,127,127,	-0.22492,0.54013,0.81097,	3,	8,7,0
127,127,127,	-0.78784,-0.39392,0.47343,	3,	8,0,6
127,127,127,	-0.15798,-0.80659,0.56961,	3,	9,5,4
127,127,127,	-0.96823,0.23687,-0.08019,	3,	9,4,10
127,127,127,	0,0,0,	3,	10,4,13
127,127,127,	0,0,0,	3,	10,13,11
127,127,127,	0,0,0,	3,	10,11,12
127,127,127,	0,0,0,	3,	10,12,7
127,127,127,	0,0,0,	3,	10,7,8
127,127,127,	0,0,0,	3,	10,8,9
127,127,127,	0,0,0,	3,	11,13,1
127,127,127,	0,0,0,	3,	11,1,12
127,127,127,	0,0,0,	3,	12,1,0
127,127,127,	0,0,0,	3,	12,0,7

TEXTURES
adder.png	1.0 1.0	0.37 0.01	0.34 0.14	0.41 0.38
adder.png	1.0 1.0	0.16 0.00	0.16 0.14	0.34 0.14
adder.png	1.0 1.0	0.16 0.00	0.34 0.14	0.34 0.00
adder.png	1.0 1.0	0.34 0.86	0.37 1.00	0.41 0.62
adder.png	1.0 1.0	0.16 0.86	0.16 1.00	0.34 1.00
adder.png	1.0 1.0	0.16 0.86	0.34 1.00	0.34 0.86
adder.png	1.0 1.0	0.09 0.38	0.16 0.14	0.13 0.01
adder.png	1.0 1.0	0.09 0.62	0.13 1.00	0.16 0.86
adder.png	1.0 1.0	0.09 0.54	0.09 0.62	0.16 0.86
adder.png	1.0 1.0	0.09 0.54	0.16 0.86	0.16 0.54
adder.png	1.0 1.0	0.09 0.46	0.16 0.46	0.16 0.14
adder.png	1.0 1.0	0.09 0.46	0.16 0.14	0.09 0.38
adder.png	1.0 1.0	0.16 0.54	0.16 0.86	0.34 0.86
adder.png	1.0 1.0	0.16 0.54	0.34 0.86	0.34 0.54
adder.png	1.0 1.0	0.34 0.54	0.34 0.86	0.41 0.62
adder.png	1.0 1.0	0.34 0.54	0.41 0.62	0.41 0.54
adder.png	1.0 1.0	0.34 0.54	0.40 0.50	0.34 0.46
adder.png	1.0 1.0	0.34 0.54	0.34 0.46	0.16 0.46
adder.png	1.0 1.0	0.34 0.54	0.16 0.46	0.10 0.50
adder.png	1.0 1.0	0.34 0.54	0.10 0.50	0.16 0.54
adder.png	1.0 1.0	0.41 0.46	0.41 0.38	0.34 0.14
adder.png	1.0 1.0	0.41 0.46	0.34 0.14	0.34 0.46
adder.png	1.0 1.0	0.34 0.46	0.34 0.14	0.16 0.14
adder.png	1.0 1.0	0.34 0.46	0.16 0.14	0.16 0.46

END
