NVERTS 7
NFACES 10

VERTEX
0.00, 30.43, 198.00
0.00, 99.00, -198.00
-132.00, 0.00, -198.00
0.00, -99.00, -198.00
132.00, 0.00, -198.00
-66.00, 0.00, 99.00
66.00, 0.00, 99.00

FACES
127,127,127,	0.57907,-0.80333,-0.13909,	3,	0,5,1
127,127,127,	-0.02771,0.95015,-0.31056,	3,	0,6,3
127,127,127,	0.59474,-0.79298,-0.13216,	3,	1,5,2
127,127,127,	-0.57907,-0.80333,-0.13909,	3,	1,6,0
127,127,127,	-0.00000,0.00000,1.00000,	3,	2,3,1
127,127,127,	0.59474,0.79298,-0.13216,	3,	2,5,3
127,127,127,	0.00000,0.00000,1.00000,	3,	3,4,1
127,127,127,	0.02771,0.95015,-0.31056,	3,	3,5,0
127,127,127,	-0.59474,0.79298,-0.13216,	3,	3,6,4
127,127,127,	-0.59474,-0.79298,-0.13216,	3,	4,6,1

TEXTURES
cougar.png	1.0 1.0	0.25 0.25	0.13 0.42	0.25 0.99
cougar.png	1.0 1.0	0.54 0.78	0.66 0.58	0.54 0.00
cougar.png	1.0 1.0	0.25 0.99	0.13 0.42	0.00 0.96
cougar.png	1.0 1.0	0.25 0.99	0.37 0.42	0.25 0.25
cougar.png	1.0 1.0	1.00 0.81	0.75 0.63	0.75 0.99
cougar.png	1.0 1.0	0.30 0.05	0.42 0.58	0.54 0.00
cougar.png	1.0 1.0	0.75 0.63	0.51 0.81	0.75 0.99
cougar.png	1.0 1.0	0.54 0.00	0.42 0.58	0.54 0.78
cougar.png	1.0 1.0	0.54 0.00	0.66 0.58	0.79 0.05
cougar.png	1.0 1.0	0.50 0.96	0.37 0.42	0.25 0.99

END
