NVERTS 9
NFACES 14

VERTEX
0.00, -31.88, 40.74
0.00, -15.94, 62.00
31.88, 0.00, 40.74
35.42, -35.42, -62.00
-35.42, -35.42, -62.00
35.42, 35.42, -62.00
0.00, 31.88, 40.74
-35.42, 35.42, -62.00
-31.88, 0.00, 40.74

FACES
127,127,127,	0.00000,0.92457,-0.38101,	3,	1,0,8
127,127,127,	0.00000,0.18560,-0.98263,	3,	2,0,1
127,127,127,	-0.87261,0.06439,-0.48415,	3,	2,1,6
127,127,127,	-0.57853,0.57853,0.57497,	3,	3,0,2
127,127,127,	0.68048,0.68048,0.27182,	3,	3,2,5
127,127,127,	-0.68048,-0.68048,0.27182,	3,	4,0,3
127,127,127,	0.00000,-0.81141,-0.58447,	3,	5,2,6
127,127,127,	0.57853,-0.57853,0.57497,	3,	6,1,8
127,127,127,	0.87261,0.06439,-0.48415,	3,	6,7,5
127,127,127,	0,0,0,	3,	6,8,7
127,127,127,	0,0,0,	3,	7,4,3
127,127,127,	0,0,0,	3,	7,3,5
127,127,127,	0,0,0,	3,	8,0,4
127,127,127,	0,0,0,	3,	8,4,7

TEXTURES
orbitshuttle.png	1.0 1.0	1.00 0.50	0.92 0.50	0.95 0.61
orbitshuttle.png	1.0 1.0	0.95 0.39	0.92 0.50	1.00 0.50
orbitshuttle.png	1.0 1.0	0.08 0.39	0.00 0.50	0.12 0.50
orbitshuttle.png	1.0 1.0	0.61 0.39	0.92 0.50	0.95 0.39
orbitshuttle.png	1.0 1.0	0.61 0.39	0.48 0.05	0.38 0.39
orbitshuttle.png	1.0 1.0	0.61 0.61	0.92 0.50	0.61 0.39
orbitshuttle.png	1.0 1.0	0.38 0.39	0.08 0.39	0.12 0.50
orbitshuttle.png	1.0 1.0	0.12 0.50	0.00 0.50	0.08 0.61
orbitshuttle.png	1.0 1.0	0.12 0.50	0.38 0.61	0.38 0.39
orbitshuttle.png	1.0 1.0	0.12 0.50	0.08 0.61	0.38 0.61
orbitshuttle.png	1.0 1.0	0.38 0.61	0.61 0.61	0.61 0.39
orbitshuttle.png	1.0 1.0	0.38 0.61	0.61 0.39	0.38 0.39
orbitshuttle.png	1.0 1.0	0.95 0.61	0.92 0.50	0.61 0.61
orbitshuttle.png	1.0 1.0	0.48 0.95	0.61 0.61	0.38 0.61

END
