NVERTS 128
NFACES 252

VERTEX
-49.38, -0.00, 133.42
-78.10, 6.87, 85.17
-70.91, -0.00, 81.82
49.38, 0.00, 133.42
70.91, 0.00, 81.82
78.10, 6.87, 85.17
-78.10, -6.87, 85.17
78.10, -6.87, 85.17
-92.49, -6.87, 91.88
92.49, -6.87, 91.88
-99.68, -0.00, 95.23
99.68, 0.00, 95.23
-92.49, 6.87, 91.88
92.49, 6.87, 91.88
121.37, 13.75, 43.63
89.63, 13.75, 43.63
119.38, 20.62, -35.61
78.15, 20.62, -11.80
137.24, 0.00, 43.63
140.00, 0.00, -47.51
121.37, -13.75, 43.63
119.38, -20.62, -35.61
89.63, -13.75, 43.63
78.15, -20.62, -11.80
73.75, 0.00, 43.63
57.53, 0.00, 0.10
88.35, 26.12, -91.02
58.20, 26.12, -38.79
0.08, 28.71, -133.42
0.00, 27.49, -54.81
103.43, 0.00, -117.14
88.35, -26.12, -91.02
58.20, -26.12, -38.79
0.00, -27.49, -54.81
0.08, -28.71, -133.42
43.12, 0.00, -12.68
-121.37, 13.75, 43.63
-119.38, 20.62, -35.61
-78.15, 20.62, -11.80
-89.63, 13.75, 43.63
-137.24, -0.00, 43.63
-140.00, -0.00, -47.51
-121.37, -13.75, 43.63
-119.38, -20.62, -35.61
-89.63, -13.75, 43.63
-78.15, -20.62, -11.80
-73.75, -0.00, 43.63
-57.53, -0.00, 0.10
-89.15, 26.12, -90.23
-58.99, 26.12, -37.99
-104.23, -0.00, -116.34
-89.15, -26.12, -90.23
-58.99, -26.12, -37.99
-43.92, -0.00, -11.88
43.65, 26.46, -42.80
29.10, 26.80, -46.80
14.55, 27.15, -50.81
14.55, -27.15, -50.81
29.10, -26.80, -46.80
43.65, -26.46, -42.80
54.43, -19.59, -32.26
50.66, -13.06, -25.73
46.89, -6.53, -19.20
28.79, 0.00, 33.62
28.79, -7.83, 33.62
0.08, 0.00, 33.62
26.18, -13.05, 7.52
36.11, -6.53, -21.80
39.88, -13.06, -28.33
43.65, -19.59, -34.86
32.34, 0.00, -15.27
15.74, -13.05, 17.96
0.08, -13.05, 80.60
29.10, -19.93, -38.87
