NVERTS 24
NFACES 44

VERTEX
-91.12, 72.88, 91.12
-131.20, 72.88, 0.00
-91.12, 72.88, -91.12
0.00, 72.88, -131.20
91.12, 72.88, -91.12
131.20, 72.88, 0.00
91.12, 72.88, 91.12
0.00, 72.88, 131.20
-229.60, -72.88, 229.60
-328.00, -72.88, 0.00
0.00, -72.88, 328.00
-229.60, -72.88, -229.60
0.00, -72.88, -328.00
229.60, -72.88, -229.60
328.00, -72.88, 0.00
229.60, -72.88, 229.60
-278.80, -72.88, 114.80
-114.80, -72.88, 278.80
-278.80, -72.88, -114.80
114.80, -72.88, 278.80
-114.80, -72.88, -278.80
114.80, -72.88, -278.80
278.80, -72.88, -114.80
278.80, -72.88, 114.80

FACES
127,127,127,	0.34807,-0.87046,-0.34807,	3,	0,7,17
127,127,127,	0.41011,-0.91203,0.00000,	3,	0,8,16
127,127,127,	0.29286,-0.91020,0.29286,	3,	1,0,16
127,127,127,	0.00000,-0.91203,0.41011,	3,	1,9,18
127,127,127,	-0.29286,-0.91020,0.29286,	3,	2,1,18
127,127,127,	-0.41011,-0.91203,0.00000,	3,	2,11,20
127,127,127,	-0.34807,-0.87046,-0.34807,	3,	3,2,20
127,127,127,	0.00000,-0.96960,-0.24469,	3,	3,12,21
127,127,127,	0.66134,0.35392,-0.66134,	3,	4,3,21
127,127,127,	0.93359,0.35834,0.00000,	3,	4,13,22
127,127,127,	0.00000,0.35834,-0.93359,	3,	5,14,23
127,127,127,	0.66134,0.35392,0.66134,	3,	6,5,23
127,127,127,	-0.00000,0.35834,0.93359,	3,	6,15,19
127,127,127,	-0.63684,-0.43459,0.63684,	3,	7,0,1
127,127,127,	-0.90044,-0.43499,0.00000,	3,	7,1,2
127,127,127,	-0.66134,0.35392,-0.66134,	3,	7,2,3
127,127,127,	0.90337,-0.17711,-0.39059,	3,	7,3,4
127,127,127,	0.39059,-0.17711,-0.90337,	3,	7,4,5
127,127,127,	0.90337,-0.17711,0.39059,	3,	7,5,6
127,127,127,	-0.39059,-0.17711,-0.90337,	3,	7,6,19
127,127,127,	0.39059,-0.17711,0.90337,	3,	7,10,17
127,127,127,	-0.39059,-0.17711,0.90337,	3,	14,5,22
127,127,127,	-0.14605,0.98726,0.06315,	3,	16,9,1
127,127,127,	-0.90337,-0.17711,-0.39059,	3,	17,8,0
127,127,127,	0,0,0,	3,	18,11,2
127,127,127,	0,0,0,	3,	19,10,7
127,127,127,	0,0,0,	3,	20,12,3
127,127,127,	0,0,0,	3,	21,13,4
127,127,127,	0,0,0,	3,	22,5,4
127,127,127,	0,0,0,	3,	22,13,21
127,127,127,	0,0,0,	3,	22,21,12
127,127,127,	0,0,0,	3,	22,12,20
127,127,127,	0,0,0,	3,	22,20,11
127,127,127,	0,0,0,	3,	22,11,18
127,127,127,	0,0,0,	3,	22,18,9
127,127,127,	0,0,0,	3,	22,9,16
127,127,127,	0,0,0,	3,	22,16,8
127,127,127,	0,0,0,	3,	22,8,17
127,127,127,	0,0,0,	3,	22,17,10
127,127,127,	0,0,0,	3,	22,10,19
127,127,127,	0,0,0,	3,	22,19,15
127,127,127,	0,0,0,	3,	22,15,23
127,127,127,	0,0,0,	3,	22,23,14
127,127,127,	0,0,0,	3,	23,15,6

TEXTURES
thargoid_ds.png	1.0 1.0	0.50 0.00	0.00 0.00	0.25 0.50
thargoid_ds.png	1.0 1.0	0.50 0.00	0.50 0.50	0.75 0.50
thargoid_ds.png	1.0 1.0	1.00 0.00	0.50 0.00	0.75 0.50
thargoid_ds.png	1.0 1.0	0.00 0.00	0.00 0.50	0.25 0.50
thargoid_ds.png	1.0 1.0	0.50 0.00	0.00 0.00	0.25 0.50
thargoid_ds.png	1.0 1.0	0.50 0.00	0.50 0.50	0.75 0.50
thargoid_ds.png	1.0 1.0	1.00 0.00	0.50 0.00	0.75 0.50
thargoid_ds.png	1.0 1.0	0.00 0.00	0.00 0.50	0.25 0.50
thargoid_ds.png	1.0 1.0	0.50 0.00	0.00 0.00	0.25 0.50
thargoid_ds.png	1.0 1.0	0.50 0.00	0.50 0.50	0.75 0.50
thargoid_ds.png	1.0 1.0	0.00 0.00	0.00 0.50	0.25 0.50
thargoid_ds.png	1.0 1.0	0.50 0.00	0.00 0.00	0.25 0.50
thargoid_ds.png	1.0 1.0	0.50 0.00	0.50 0.50	0.75 0.50
thargoid_ds.png	1.0 1.0	0.50 0.65	0.50 0.85	0.65 1.00
thargoid_ds.png	1.0 1.0	0.50 0.65	0.65 1.00	0.85 1.00
thargoid_ds.png	1.0 1.0	0.50 0.65	0.85 1.00	1.00 0.85
thargoid_ds.png	1.0 1.0	0.50 0.65	1.00 0.85	1.00 0.65
thargoid_ds.png	1.0 1.0	0.50 0.65	1.00 0.65	0.85 0.50
thargoid_ds.png	1.0 1.0	0.50 0.65	0.85 0.50	0.65 0.50
thargoid_ds.png	1.0 1.0	1.00 0.00	0.50 0.00	0.75 0.50
thargoid_ds.png	1.0 1.0	0.00 0.00	0.00 0.50	0.25 0.50
thargoid_ds.png	1.0 1.0	1.00 0.50	1.00 0.00	0.75 0.50
thargoid_ds.png	1.0 1.0	0.75 0.50	1.00 0.50	1.00 0.00
thargoid_ds.png	1.0 1.0	0.25 0.50	0.50 0.50	0.50 0.00
thargoid_ds.png	1.0 1.0	0.25 0.50	0.50 0.50	0.50 0.00
thargoid_ds.png	1.0 1.0	0.75 0.50	1.00 0.50	1.00 0.00
thargoid_ds.png	1.0 1.0	0.75 0.50	1.00 0.50	1.00 0.00
thargoid_ds.png	1.0 1.0	0.25 0.50	0.50 0.50	0.50 0.00
thargoid_ds.png	1.0 1.0	0.75 0.50	1.00 0.00	0.50 0.00
thargoid_ds.png	1.0 1.0	0.07 0.57	0.00 0.65	0.00 0.75
thargoid_ds.png	1.0 1.0	0.07 0.57	0.00 0.75	0.00 0.85
thargoid_ds.png	1.0 1.0	0.07 0.57	0.00 0.85	0.07 0.93
thargoid_ds.png	1.0 1.0	0.07 0.57	0.07 0.93	0.15 1.00
thargoid_ds.png	1.0 1.0	0.07 0.57	0.15 1.00	0.25 1.00
thargoid_ds.png	1.0 1.0	0.07 0.57	0.25 1.00	0.35 1.00
thargoid_ds.png	1.0 1.0	0.07 0.57	0.35 1.00	0.43 0.93
thargoid_ds.png	1.0 1.0	0.07 0.57	0.43 0.93	0.50 0.85
thargoid_ds.png	1.0 1.0	0.07 0.57	0.50 0.85	0.50 0.75
thargoid_ds.png	1.0 1.0	0.07 0.57	0.50 0.75	0.50 0.65
