NVERTS 150
NFACES 286

VERTEX
-198.87, -222.73, 102.68
-197.83, 0.99, 198.42
-197.88, 223.66, 95.76
-198.96, 222.61, -102.65
-200.00, -1.10, -198.39
-199.96, -223.77, -95.73
-194.11, -222.61, 102.65
-193.07, 1.10, 198.39
-193.11, 223.77, 95.73
-194.20, 222.73, -102.68
-195.24, -0.99, -198.42
-195.19, -223.66, -95.76
-199.47, -20.36, 0.00
-199.39, -9.45, -19.01
-199.23, 12.37, -19.01
-199.15, 23.29, 0.00
-199.23, 12.37, 19.01
-199.39, -9.45, 19.01
199.68, -23.29, 0.00
199.76, -12.37, -19.01
199.92, 9.45, -19.01
200.00, 20.36, 0.00
199.92, 9.45, 19.01
199.76, -12.37, 19.01
191.18, -224.27, 101.35
191.04, -0.57, 198.41
191.59, 223.63, 97.05
192.28, 224.14, -101.37
192.43, 0.44, -198.43
191.88, -223.76, -97.07
198.32, -224.14, 101.37
198.18, -0.44, 198.43
198.73, 223.76, 97.07
199.43, 224.27, -101.35
199.57, 0.57, -198.41
199.02, -223.63, -97.05
-35.87, 87.13, -1.86
-33.12, 87.13, 11.99
-25.27, 87.13, 23.73
-13.53, 87.13, 31.58
0.33, 87.13, 34.33
14.18, 87.13, 31.58
25.92, 87.13, 23.73
33.77, 87.13, 11.99
36.53, 87.13, -1.86
33.77, 87.13, -15.72
25.92, 87.13, -27.46
14.18, 87.13, -35.31
0.33, 87.13, -38.06
-13.53, 87.13, -35.31
-25.27, 87.13, -27.46
-33.12, 87.13, -15.72
-66.56, 66.63, -1.86
-61.47, 66.63, 23.73
-46.97, 66.63, 45.43
-25.27, 66.63, 59.93
0.33, 66.63, 65.02
25.92, 66.63, 59.93
47.62, 66.63, 45.43
62.12, 66.63, 23.73
67.21, 66.63, -1.86
62.12, 66.63, -27.46
47.62, 66.63, -49.16
25.92, 66.63, -63.66
0.33, 66.63, -68.75
-25.27, 66.63, -63.66
-46.97, 66.63, -49.16
-61.47, 66.63, -27.46
-87.07, 35.94, -1.86
-80.41, 35.94, 31.58
-61.47, 35.94, 59.93
-33.12, 35.94, 78.88
0.33, 35.94, 85.53
33.77, 35.94, 78.88
62.12, 35.94, 59.93
81.07, 35.94, 31.58
87.72, 35.94, -1.86
81.07, 35.94, -35.31
62.12, 35.94, -63.66
33.77, 35.94, -82.61
0.33, 35.94, -89.26
-33.12, 35.94, -82.61
-61.47, 35.94, -63.66
-80.41, 35.94, -35.31
-94.27, -0.26, -1.86
-87.07, -0.26, 34.33
-66.56, -0.26, 65.02
-35.87, -0.26, 85.53
0.33, -0.26, 92.73
36.53, -0.26, 85.53
67.21, -0.26, 65.02
87.72, -0.26, 34.33
94.92, -0.26, -1.86
87.72, -0.26, -38.06
67.21, -0.26, -68.75
36.53, -0.26, -89.26
0.33, -0.26, -96.46
-35.87, -0.26, -89.26
-66.56, -0.26, -68.75
-87.07, -0.26, -38.06
-87.07, -36.46, -1.86
-80.41, -36.46, 31.58
-61.47, -36.46, 59.93
-33.12, -36.46, 78.88
0.33, -36.46, 85.53
33.77, -36.46, 78.88
62.12, -36.46, 59.93
81.07, -36.46, 31.58
87.72, -36.46, -1.86
81.07, -36.46, -35.31
62.12, -36.46, -63.66
33.77, -36.46, -82.61
0.33, -36.46, -89.26
-33.12, -36.46, -82.61
-61.47, -36.46, -63.66
-80.41, -36.46, -35.31
-66.56, -67.15, -1.86
-61.47, -67.15, 23.73
-46.97, -67.15, 45.43
-25.27, -67.15, 59.93
0.33, -67.15, 65.02
25.92, -67.15, 59.93
47.62, -67.15, 45.43
62.12, -67.15, 23.73
67.21, -67.15, -1.86
62.12, -67.15, -27.46
47.62, -67.15, -49.16
25.92, -67.15, -63.66
0.33, -67.15, -68.75
-25.27, -67.15, -63.66
-46.97, -67.15, -49.16
-61.47, -67.15, -27.46
-35.87, -87.65, -1.86
-33.12, -87.65, 11.99
-25.27, -87.65, 23.73
-13.53, -87.65, 31.58
0.33, -87.65, 34.33
14.18, -87.65, 31.58
25.92, -87.65, 23.73
33.77, -87.65, 11.99
36.53, -87.65, -1.86
33.77, -87.65, -15.72
25.92, -87.65, -27.46
14.18, -87.65, -35.31
0.33, -87.65, -38.06
-13.53, -87.65, -35.31
-25.27, -87.65, -27.46
-33.12, -87.65, -15.72
0.33, 94.33, -1.86
0.33, -94.85, -1.86

FACES
127,127,127,	-0.99998,0.00231,0.00545,	3,	0,5,4
127,127,127,	-0.99998,0.00231,0.00545,	3,	0,4,3
127,127,127,	-0.99998,0.00231,0.00545,	3,	0,3,2
127,127,127,	-0.99998,0.00231,0.00545,	3,	0,2,1
127,127,127,	0.02321,-0.99972,0.00515,	3,	0,6,11
127,127,127,	0.02321,-0.99972,0.00515,	3,	0,11,5
127,127,127,	0.01483,-0.39348,0.91922,	3,	1,7,6
127,127,127,	0.01484,-0.39348,0.91922,	3,	1,6,0
127,127,127,	-0.00406,0.41869,0.90812,	3,	2,8,7
127,127,127,	-0.00407,0.41869,0.90812,	3,	2,7,1
127,127,127,	-0.02321,0.99972,-0.00515,	3,	3,9,8
127,127,127,	-0.02321,0.99972,-0.00515,	3,	3,8,2
127,127,127,	-0.01484,0.39348,-0.91922,	3,	4,10,9
127,127,127,	-0.01484,0.39348,-0.91922,	3,	4,9,3
127,127,127,	0.00406,-0.41869,-0.90812,	3,	5,11,10
127,127,127,	0.00406,-0.41869,-0.90812,	3,	5,10,4
127,127,127,	0.99998,-0.00231,-0.00545,	3,	7,8,9
127,127,127,	0.99998,-0.00231,-0.00545,	3,	7,9,10
127,127,127,	0.99998,-0.00231,-0.00545,	3,	7,10,11
127,127,127,	0.99998,-0.00231,-0.00545,	3,	7,11,6
127,127,127,	-0.00636,-0.86729,-0.49776,	3,	12,18,19
127,127,127,	-0.00636,-0.86729,-0.49776,	3,	12,19,13
127,127,127,	-0.99997,0.00733,0.00000,	3,	13,14,15
127,127,127,	-0.99997,0.00733,-0.00000,	3,	13,15,16
127,127,127,	-0.99997,0.00733,-0.00000,	3,	13,16,17
127,127,127,	-0.99997,0.00733,-0.00000,	3,	13,17,12
127,127,127,	0.00000,0.00000,-1.00000,	3,	13,19,20
127,127,127,	0.00000,0.00000,-1.00000,	3,	13,20,14
127,127,127,	0.00636,0.86729,-0.49776,	3,	14,20,21
127,127,127,	0.00636,0.86729,-0.49776,	3,	14,21,15
127,127,127,	0.00636,0.86729,0.49776,	3,	15,21,22
127,127,127,	0.00636,0.86729,0.49776,	3,	15,22,16
127,127,127,	0.00000,0.00000,1.00000,	3,	16,22,23
127,127,127,	0.00000,0.00000,1.00000,	3,	16,23,17
127,127,127,	-0.00636,-0.86729,0.49776,	3,	17,23,18
