NVERTS 489
NFACES 954

VERTEX
22.73, -21.88, -109.54
-0.09, -0.10, 124.93
-112.62, -3.74, -51.46
-40.97, -0.09, 13.14
-30.50, -0.10, 37.50
-56.76, -0.09, -2.20
-67.29, -0.09, -4.95
-26.61, -0.10, 51.52
-17.17, -0.10, 93.54
-13.91, -0.10, 105.47
-10.15, -0.10, 115.35
-5.63, -0.10, 122.54
-94.97, -0.09, 2.49
-48.07, -0.09, 4.03
-35.20, -0.09, 24.50
-23.26, -0.10, 65.94
-20.20, -0.10, 80.16
-112.62, -0.09, 13.91
-79.94, -0.09, -3.59
-112.63, 3.53, -51.45
112.44, -3.74, -51.46
26.42, -0.10, 51.52
20.02, -0.10, 80.16
16.99, -0.10, 93.54
9.96, -0.10, 115.35
112.44, -0.09, 13.91
47.88, -0.09, 4.03
40.78, -0.09, 13.14
35.01, -0.09, 24.50
30.31, -0.10, 37.50
56.57, -0.09, -2.20
67.11, -0.09, -4.95
23.08, -0.10, 65.94
13.72, -0.10, 105.47
5.45, -0.10, 122.54
94.78, -0.09, 2.49
79.76, -0.09, -3.59
22.73, 21.67, -109.53
112.44, 3.53, -51.45
-22.92, -21.88, -109.54
-22.92, 21.67, -109.53
7.51, 7.16, 47.78
-7.70, 7.16, 47.78
7.51, -7.36, 47.78
-7.70, -7.36, 47.78
-0.09, 112.93, 8.45
-0.09, -113.14, 8.45
3.71, -113.14, -50.54
-3.90, -113.14, -50.54
-3.90, 112.93, -50.54
3.71, 112.93, -50.54
-0.09, 60.04, 2.49
-0.09, -60.25, 2.48
-0.09, 99.71, 2.01
-0.09, 86.48, -0.31
-0.09, 73.26, 0.12
-0.09, 46.82, 9.05
-0.09, 33.60, 18.56
-0.09, 20.38, 30.48
-0.09, -20.58, 30.48
-0.09, -33.81, 18.56
-0.09, -47.03, 9.05
-0.09, -73.47, 0.12
-0.09, -86.69, -0.31
-0.09, -99.92, 2.01
-2.15, -12.65, 40.86
-1.13, -15.29, 37.40
-0.50, -17.94, 33.94
0.32, 17.73, 33.94
0.94, 15.09, 37.40
1.96, 12.44, 40.86
0.32, -17.94, 33.94
0.94, -15.29, 37.40
1.96, -12.65, 40.86
-0.50, 17.73, 33.94
-1.13, 15.09, 37.40
-2.15, 12.44, 40.86
2.86, 10.68, 43.17
4.25, 8.92, 45.47
-4.43, 8.92, 45.47
-3.05, 10.68, 43.17
4.25, -9.12, 45.47
2.86, -10.89, 43.16
-3.05, -10.89, 43.17
-4.43, -9.12, 45.47
111.12, -0.10, 69.50
111.46, -1.80, 69.53
112.42, -3.24, 69.57
113.86, -4.20, 69.59
115.56, -4.54, 69.60
117.26, -4.20, 69.59
118.70, -3.24, 69.57
119.66, -1.80, 69.53
120.00, -0.10, 69.50
119.66, 1.60, 69.46
118.70, 3.04, 69.42
117.26, 4.00, 69.40
115.56, 4.34, 69.40
113.86, 4.00, 69.40
112.42, 3.04, 69.42
111.46, 1.60, 69.46
111.12, -0.11, -74.46
111.46, -1.81, -74.43
112.42, -3.25, -74.39
113.86, -4.22, -74.37
115.56, -4.55, -74.36
117.26, -4.22, -74.37
118.70, -3.25, -74.39
119.66, -1.81, -74.43
120.00, -0.11, -74.46
119.66, 1.59, -74.50
118.70, 3.03, -74.53
117.26, 3.99, -74.56
115.56, 4.33, -74.56
113.86, 3.99, -74.56
112.42, 3.03, -74.53
111.46, 1.59, -74.50
-0.02, -110.76, 59.11
-1.73, -111.07, 59.15
-3.18, -112.02, 59.18
-4.17, -113.44, 59.20
-4.53, -115.14, 59.21
-4.21, -116.84, 59.20
-3.27, -118.30, 59.18
-1.84, -119.28, 59.15
-0.15, -119.64, 59.11
1.55, -119.33, 59.07
3.01, -118.39, 59.04
3.99, -116.96, 59.01
4.35, -115.27, 59.01
4.04, -113.56, 59.01
3.10, -112.11, 59.04
1.67, -111.12, 59.07
-0.04, -110.76, -84.85
-1.74, -111.07, -84.81
-3.19, -112.02, -84.78
-4.18, -113.44, -84.76
-4.54, -115.14, -84.75
-4.23, -116.84, -84.76
-3.28, -118.30, -84.78
-1.86, -119.28, -84.81
-0.16, -119.64, -84.85
1.54, -119.33, -84.89
3.00, -118.39, -84.92
3.98, -116.96, -84.94
4.34, -115.26, -84.95
4.03, -113.56, -84.94
3.09, -112.11, -84.92
1.66, -111.12, -84.89
-0.02, 119.64, 59.11
-1.73, 119.33, 59.15
-3.18, 118.39, 59.18
-4.17, 116.96, 59.20
-4.53, 115.26, 59.21
-4.21, 113.56, 59.20
-3.27, 112.11, 59.18
-1.84, 111.12, 59.15
-0.15, 110.76, 59.11
1.55, 111.07, 59.07
3.01, 112.02, 59.04
3.99, 113.44, 59.01
4.35, 115.14, 59.01
4.04, 116.84, 59.01
3.10, 118.30, 59.04
1.67, 119.28, 59.07
-0.04, 119.64, -84.85
-1.74, 119.33, -84.81
-3.19, 118.39, -84.78
-4.18, 116.96, -84.76
-4.54, 115.27, -84.75
-4.23, 113.56, -84.76
-3.28, 112.11, -84.78
-1.86, 111.12, -84.81
-0.16, 110.76, -84.85
1.54, 111.07, -84.89
3.00, 112.02, -84.92
3.98, 113.44, -84.94
4.34, 115.14, -84.95
4.03, 116.84, -84.94
3.09, 118.30, -84.92
1.66, 119.28, -84.89
-120.00, -0.10, 69.50
-119.66, -1.80, 69.53
-118.70, -3.24, 69.57
-117.26, -4.20, 69.59
-115.56, -4.54, 69.60
-113.86, -4.20, 69.59
-112.42, -3.24, 69.57
-111.46, -1.80, 69.53
-111.12, -0.10, 69.50
-111.46, 1.60, 69.46
-112.42, 3.04, 69.42
-113.86, 4.00, 69.40
-115.56, 4.34, 69.40
-117.26, 4.00, 69.40
-118.70, 3.04, 69.42
-119.66, 1.60, 69.46
-120.00, -0.11, -74.46
-119.66, -1.81, -74.43
-118.70, -3.25, -74.39
-117.26, -4.22, -74.37
-115.56, -4.55, -74.36
-113.86, -4.22, -74.37
-112.42, -3.25, -74.39
-111.46, -1.81, -74.43
-111.12, -0.11, -74.46
-111.46, 1.59, -74.50
-112.42, 3.03, -74.53
-113.86, 3.99, -74.56
-115.56, 4.33, -74.56
-117.26, 3.99, -74.56
-118.70, 3.03, -74.53
-119.66, 1.59, -74.50
-3.06, 9.64, 68.67
-2.82, 9.64, 71.01
-2.15, 9.64, 73.00
-1.14, 9.64, 74.32
0.04, 9.64, 74.79
1.23, 9.64, 74.32
2.23, 9.64, 73.00
2.91, 9.64, 71.01
3.14, 9.64, 68.67
2.91, 9.64, 66.32
2.23, 9.64, 64.33
1.23, 9.64, 63.01
0.04, 9.64, 62.54
-1.14, 9.64, 63.01
-2.15, 9.64, 64.33
-2.82, 9.64, 66.32
-5.57, 8.20, 68.67
-5.14, 8.20, 72.91
-3.92, 8.20, 76.51
