NVERTS 13
NFACES 22

VERTEX
-22.60, 0.00, -200.00
-0.00, 38.26, -194.78
-0.00, 104.34, -158.26
-67.82, 104.34,-111.30
-113.04, 27.82, -123.48
-80.00, -33.04, -184.34
22.60, 0.00, -200.00
-45.22, -104.34, -151.30
45.22, -104.34, -151.30
80.00, -33.04, -184.34
113.04, 27.82, -123.48
67.82, 104.34, -111.30
0.00, 27.82, 200.00

FACES
127,127,127,	0.28504,-0.11299,0.95183,	3,	0,5,7
127,127,127,	-0.09597,-0.41911,0.90285,	3,	1,0,6
127,127,127,	0.00000,-0.77354,0.63374,	3,	1,2,3
127,127,127,	0.50843,-0.77986,0.36513,	3,	1,6,10
127,127,127,	0.96046,-0.11220,0.25481,	3,	1,10,11
127,127,127,	0.62314,0.17893,0.76137,	3,	3,2,11
127,127,127,	-0.18761,0.04668,0.98113,	3,	3,4,0
127,127,127,	0.41427,0.75518,0.50802,	3,	3,0,1
127,127,127,	-0.50138,0.79083,0.35100,	3,	4,3,12
127,127,127,	-0.62314,0.17893,0.76137,	3,	4,5,0
127,127,127,	-0.90740,-0.18370,0.37798,	3,	5,4,7
127,127,127,	-0.48268,-0.83976,0.24865,	3,	6,0,7
127,127,127,	0.00000,0.01813,-0.99984,	3,	6,7,8
127,127,127,	0,0,0,	3,	6,9,10
127,127,127,	0,0,0,	3,	7,4,12
127,127,127,	0,0,0,	3,	8,7,12
127,127,127,	0,0,0,	3,	8,9,6
127,127,127,	0,0,0,	3,	9,8,10
127,127,127,	0,0,0,	3,	10,8,12
127,127,127,	0,0,0,	3,	11,2,1
127,127,127,	0,0,0,	3,	11,10,12
127,127,127,	0,0,0,	3,	12,3,11

TEXTURES
boaclasscruiser.png	1.0 1.0	0.69 0.07	0.60 0.12	0.65 0.24
boaclasscruiser.png	1.0 1.0	0.72 0.01	0.69 0.07	0.75 0.07
boaclasscruiser.png	1.0 1.0	0.20 0.99	0.30 0.94	0.28 0.82
boaclasscruiser.png	1.0 1.0	0.56 0.99	0.62 0.98	0.61 0.80
boaclasscruiser.png	1.0 1.0	0.56 0.99	0.61 0.80	0.48 0.82
boaclasscruiser.png	1.0 1.0	0.28 0.82	0.38 0.89	0.48 0.82
boaclasscruiser.png	1.0 1.0	0.28 0.82	0.14 0.80	0.13 0.98
boaclasscruiser.png	1.0 1.0	0.28 0.82	0.13 0.98	0.20 0.99
boaclasscruiser.png	1.0 1.0	0.14 0.80	0.28 0.82	0.38 0.35
boaclasscruiser.png	1.0 1.0	0.14 0.80	0.06 0.91	0.13 0.98
boaclasscruiser.png	1.0 1.0	0.52 0.23	0.46 0.35	0.65 0.24
boaclasscruiser.png	1.0 1.0	0.75 0.07	0.69 0.07	0.65 0.24
boaclasscruiser.png	1.0 1.0	0.75 0.07	0.65 0.24	0.79 0.24
boaclasscruiser.png	1.0 1.0	0.62 0.98	0.69 0.91	0.61 0.80
boaclasscruiser.png	1.0 1.0	0.65 0.24	0.46 0.35	0.72 0.79
boaclasscruiser.png	1.0 1.0	0.79 0.24	0.65 0.24	0.72 0.79
boaclasscruiser.png	1.0 1.0	0.79 0.24	0.84 0.12	0.75 0.07
boaclasscruiser.png	1.0 1.0	0.91 0.23	0.79 0.24	0.98 0.35
boaclasscruiser.png	1.0 1.0	0.98 0.35	0.79 0.24	0.72 0.79
boaclasscruiser.png	1.0 1.0	0.48 0.82	0.46 0.94	0.56 0.99
boaclasscruiser.png	1.0 1.0	0.48 0.82	0.61 0.80	0.38 0.35
boaclasscruiser.png	1.0 1.0	0.38 0.35	0.28 0.82	0.48 0.82

END
