NVERTS 7
NFACES 10

VERTEX
-27.70, -7.38, -120.00
0.00, -46.16, 120.00
27.70, -7.38, -120.00
110.76, -7.38, 23.08
-110.76, -7.38, 23.08
55.38, 46.16, 64.62
-55.38, 46.16, 64.62

FACES
127,127,127,	0.64293,0.17327,0.74607,	3,	1,0,4
127,127,127,	0.00000,0.75477,-0.65599,	3,	2,0,1
127,127,127,	-0.47992,-0.48079,0.73384,	3,	2,1,3
127,127,127,	-0.97155,0.07255,-0.22546,	3,	3,1,5
127,127,127,	0.97155,0.07255,-0.22546,	3,	3,5,2
127,127,127,	-0.41745,-0.83103,-0.36760,	3,	4,0,6
127,127,127,	0.32783,-0.92090,-0.21089,	3,	5,1,6
127,127,127,	0,0,0,	3,	6,0,2
127,127,127,	0,0,0,	3,	6,2,5
127,127,127,	0,0,0,	3,	6,1,4

TEXTURES
moraystarboat.png	1.0 1.0	0.99 0.75	0.55 0.80	0.81 0.96
moraystarboat.png	1.0 1.0	0.55 0.70	0.55 0.80	0.99 0.75
moraystarboat.png	1.0 1.0	0.55 0.70	0.99 0.75	0.81 0.54
moraystarboat.png	1.0 1.0	0.13 0.50	0.00 0.75	0.20 0.65
moraystarboat.png	1.0 1.0	0.30 0.53	0.20 0.65	0.55 0.70
moraystarboat.png	1.0 1.0	0.30 0.97	0.55 0.80	0.20 0.85
moraystarboat.png	1.0 1.0	0.20 0.65	0.00 0.75	0.20 0.85
moraystarboat.png	1.0 1.0	0.20 0.85	0.55 0.80	0.55 0.70
moraystarboat.png	1.0 1.0	0.20 0.85	0.55 0.70	0.20 0.65
moraystarboat.png	1.0 1.0	0.20 0.85	0.00 0.75	0.13 1.00

END
